LocalizedName, BlockState
镶框石英玻璃窗, betternether:quartz_glass_framed_pane[east=false,north=false,south=false,west=false]
辛西纳石锻造炉, betternether:cincinnasite_forge[active=false,facing=north]
下界熔炉, betternether:netherrack_furnace[active=false,facing=north]
芦苇骨门, betternether:bone_reed_door[facing=east,half=lower,hinge=left,open=false,powered=false]
辛西纳石骨门, betternether:bone_cincinnasite_door[facing=east,half=lower,hinge=left,open=false,powered=false]
镶框白色石英玻璃, betternether:quartz_stained_glass_framed[color=white]
镶框橙色石英玻璃, betternether:quartz_stained_glass_framed[color=orange]
镶框品红色石英玻璃, betternether:quartz_stained_glass_framed[color=magenta]
镶框淡蓝色石英玻璃, betternether:quartz_stained_glass_framed[color=light_blue]
镶框黄色石英玻璃, betternether:quartz_stained_glass_framed[color=yellow]
镶框黄绿色石英玻璃, betternether:quartz_stained_glass_framed[color=lime]
镶框粉红色石英玻璃, betternether:quartz_stained_glass_framed[color=pink]
镶框灰色石英玻璃, betternether:quartz_stained_glass_framed[color=gray]
镶框银色石英玻璃, betternether:quartz_stained_glass_framed[color=silver]
镶框青色石英玻璃, betternether:quartz_stained_glass_framed[color=cyan]
镶框紫色石英玻璃, betternether:quartz_stained_glass_framed[color=purple]
镶框蓝色石英玻璃, betternether:quartz_stained_glass_framed[color=blue]
镶框棕色石英玻璃, betternether:quartz_stained_glass_framed[color=brown]
镶框绿色石英玻璃, betternether:quartz_stained_glass_framed[color=green]
镶框红色石英玻璃, betternether:quartz_stained_glass_framed[color=red]
镶框黑色石英玻璃, betternether:quartz_stained_glass_framed[color=black]
tile.chest_of_drawers.name, betternether:chest_of_drawers[facing=north,open=false]
祝福之石, bewitchment:blessed_stone
紫水晶块, bewitchment:block_of_amethyst
石榴石块, bewitchment:block_of_garnet
蛋白石块, bewitchment:block_of_opal
银块, bewitchment:block_of_silver
寒铁块, bewitchment:block_of_cold_iron
盐块, bewitchment:block_of_salt
紫水晶矿石, bewitchment:amethyst_ore
石榴石矿石, bewitchment:garnet_ore
蛋白石矿石, bewitchment:opal_ore
银矿石, bewitchment:silver_ore
盐矿石, bewitchment:salt_ore
净化泥土, bewitchment:purifying_earth
贝壳灰岩, bewitchment:coquina
贝壳灰岩砖, bewitchment:coquina_bricks
錾制贝壳灰岩, bewitchment:chiseled_coquina
下界钢, bewitchment:nethersteel
永恒之冰, bewitchment:perpetual_ice
永恒之冰楼梯, bewitchment:perpetual_ice_stairs[facing=east,half=bottom,shape=straight]
永恒之冰台阶, bewitchment:perpetual_ice_slab[half=bottom,variant=default]
永恒之冰栅栏, bewitchment:perpetual_ice_fence[east=false,north=false,south=false,west=false]
憎恶方砖, bewitchment:embittered_bricks
破碎憎恶方砖, bewitchment:cracked_embittered_bricks
錾制憎恶方砖, bewitchment:chiseled_embittered_bricks
憎恶方砖楼梯, bewitchment:embittered_brick_stairs[facing=east,half=bottom,shape=straight]
憎恶方砖台阶, bewitchment:embittered_bricks_slab[half=bottom,variant=default]
憎恶方砖栅栏, bewitchment:embittered_brick_fence[east=false,north=false,south=false,west=false]
鄙夷方砖, bewitchment:scorned_bricks
破碎鄙夷方砖, bewitchment:cracked_scorned_bricks
錾制鄙夷方砖, bewitchment:chiseled_scorned_bricks
鄙夷方砖楼梯, bewitchment:scorned_brick_stairs[facing=east,half=bottom,shape=straight]
鄙夷方砖台阶, bewitchment:scorned_bricks_slab[half=bottom,variant=default]
鄙夷方砖栅栏, bewitchment:scorned_brick_fence[east=false,north=false,south=false,west=false]
苔痕鄙夷方砖, bewitchment:mossy_scorned_bricks
污秽鄙夷方砖, bewitchment:crying_scorned_bricks
绝望方砖, bewitchment:despair_bricks
赭色绝望方砖, bewitchment:ochre_despair_bricks
下界钢栅栏, bewitchment:nethersteel_fence[east=false,north=false,south=false,west=false]
贝壳灰岩栅栏, bewitchment:coquina_fence[east=false,north=false,south=false,west=false]
苔痕鄙夷方砖栅栏, bewitchment:mossy_scorned_brick_fence[east=false,north=false,south=false,west=false]
污秽鄙夷方砖栅栏, bewitchment:crying_scorned_brick_fence[east=false,north=false,south=false,west=false]
绝望方砖栅栏, bewitchment:despair_brick_fence[east=false,north=false,south=false,west=false]
赭色绝望方砖栅栏, bewitchment:ochre_despair_brick_fence[east=false,north=false,south=false,west=false]
炼金术师地毯, bewitchment:alchemists_carpet
绿野女巫地毯, bewitchment:hedgewitches_carpet
污渍法师地毯, bewitchment:besmirched_carpet
苔痕鄙夷方砖楼梯, bewitchment:mossy_scorned_brick_stairs[facing=east,half=bottom,shape=straight]
污秽鄙夷方砖楼梯, bewitchment:crying_scorned_brick_stairs[facing=east,half=bottom,shape=straight]
绝望方砖楼梯, bewitchment:despair_brick_stairs[facing=east,half=bottom,shape=straight]
赭色绝望方砖楼梯, bewitchment:ochre_despair_brick_stairs[facing=east,half=bottom,shape=straight]
下界钢楼梯, bewitchment:nethersteel_stairs[facing=east,half=bottom,shape=straight]
贝壳灰岩楼梯, bewitchment:coquina_stairs[facing=east,half=bottom,shape=straight]
Coquina Brick Stairs, bewitchment:coquina_brick_stairs[facing=east,half=bottom,shape=straight]
Coquina Brick Slab, bewitchment:coquina_brick_slab[half=bottom,variant=default]
Coquina Brick Wall, bewitchment:coquina_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
Coquina Brick Fence, bewitchment:coquina_brick_fence[east=false,north=false,south=false,west=false]
贝壳灰岩台阶, bewitchment:coquina_slab[half=bottom,variant=default]
下界钢台阶, bewitchment:nethersteel_slab[half=bottom,variant=default]
苔痕鄙夷方砖台阶, bewitchment:mossy_scorned_brick_slab[half=bottom,variant=default]
污秽鄙夷方砖台阶, bewitchment:crying_scorned_brick_slab[half=bottom,variant=default]
绝望方砖台阶, bewitchment:despair_brick_slab[half=bottom,variant=default]
赭色绝望方砖台阶, bewitchment:ochre_despair_brick_slab[half=bottom,variant=default]
贝壳灰岩墙, bewitchment:coquina_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
鄙夷方砖墙, bewitchment:scorned_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
绝望方砖墙, bewitchment:despair_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
赭色绝望方砖墙, bewitchment:ochre_despair_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
鄙夷方砖墙, bewitchment:embittered_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
苔痕鄙夷方砖墙, bewitchment:mossy_scorned_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
污秽鄙夷方砖墙, bewitchment:crying_scorned_brick_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
下界钢墙, bewitchment:nethersteel_wall[east=false,north=false,south=false,up=false,variant=cobblestone,west=false]
绿野女巫绒毛, bewitchment:greenwitch_fleece
污渍法师绒毛, bewitchment:besmirched_fleece
炼金术师绒毛, bewitchment:alchemists_fleece
龙血树树脂块, bewitchment:dragons_blood_resin_block
高脚杯, bewitchment:goblet
盛满的高脚杯, bewitchment:filled_goblet
白色蜡烛, bewitchment:white_candle[lit=false]
橙色蜡烛, bewitchment:orange_candle[lit=false]
品红色蜡烛, bewitchment:magenta_candle[lit=false]
淡蓝色蜡烛, bewitchment:light_blue_candle[lit=false]
黄色蜡烛, bewitchment:yellow_candle[lit=false]
黄绿色蜡烛, bewitchment:lime_candle[lit=false]
粉红色蜡烛, bewitchment:pink_candle[lit=false]
灰色蜡烛, bewitchment:gray_candle[lit=false]
淡灰色蜡烛, bewitchment:light_gray_candle[lit=false]
青色蜡烛, bewitchment:cyan_candle[lit=false]
紫色蜡烛, bewitchment:purple_candle[lit=false]
蓝色蜡烛, bewitchment:blue_candle[lit=false]
棕色蜡烛, bewitchment:brown_candle[lit=false]
绿色蜡烛, bewitchment:green_candle[lit=false]
红色蜡烛, bewitchment:red_candle[lit=false]
黑色蜡烛, bewitchment:black_candle[lit=false]
余烬草, bewitchment:embergrass
火炬木, bewitchment:torchwood
西班牙苔藓, bewitchment:spanish_moss[east=false,north=false,south=false,up=false,west=false]
蓝色墨汁鬼伞, bewitchment:blue_ink_cap
冰花, bewitchment:frostflower
汲血花, bewitchment:flower_siphoning_allium
汲血花, bewitchment:flower_siphoning_blue_orchid
汲血花, bewitchment:flower_siphoning_dandelion
汲血花, bewitchment:flower_siphoning_azure_bluet
汲血花, bewitchment:flower_siphoning_oxeye_daisy
汲血花, bewitchment:flower_siphoning_tulip_orange
汲血花, bewitchment:flower_siphoning_tulip_pink
汲血花, bewitchment:flower_siphoning_tulip_red
汲血花, bewitchment:flower_siphoning_tulip_white
汲血花, bewitchment:flower_siphoning_poppy
金烛台, bewitchment:candelabra_gold[lit=false]
铁烛台, bewitchment:candelabra_iron[lit=false]
银烛台, bewitchment:candelabra_silver[lit=false]
Goddess Statue, bewitchment:goddess_statue[facing=south]
柏树树苗, bewitchment:cypress_sapling[stage=0,type=oak]
接骨木树苗, bewitchment:elder_sapling[stage=0,type=oak]
杜松树苗, bewitchment:juniper_sapling[stage=0,type=oak]
龙血树苗, bewitchment:dragons_blood_sapling[stage=0,type=oak]
柏木, bewitchment:cypress_wood[axis=y]
接骨木, bewitchment:elder_wood[axis=y]
杜松木, bewitchment:juniper_wood[axis=y]
龙血木, bewitchment:dragons_blood_wood[axis=y,natural=false,slashed=false]
柏树木板, bewitchment:cypress_planks
接骨木板, bewitchment:elder_planks
杜松木板, bewitchment:juniper_planks
龙血木板, bewitchment:dragons_blood_planks
柏树树叶, bewitchment:cypress_leaves[check_decay=false,decayable=false]
接骨木树叶, bewitchment:elder_leaves[check_decay=false,decayable=false]
杜松树叶, bewitchment:juniper_leaves[check_decay=false,decayable=false]
龙血树叶, bewitchment:dragons_blood_leaves[check_decay=false,decayable=false]
杜松木箱子, bewitchment:juniper_chest[facing=south]
龙血木箱子, bewitchment:dragons_blood_chest[facing=south]
柏木楼梯, bewitchment:cypress_wood_stairs[facing=east,half=bottom,shape=straight]
接骨木楼梯, bewitchment:elder_wood_stairs[facing=east,half=bottom,shape=straight]
杜松木楼梯, bewitchment:juniper_wood_stairs[facing=east,half=bottom,shape=straight]
龙血木楼梯, bewitchment:dragons_blood_stairs[facing=east,half=bottom,shape=straight]
柏木台阶, bewitchment:cypress_wood_slab[half=bottom,variant=default]
接骨木台阶, bewitchment:elder_wood_slab[half=bottom,variant=default]
杜松木台阶, bewitchment:juniper_wood_slab[half=bottom,variant=default]
龙血木台阶, bewitchment:dragons_blood_slab[half=bottom,variant=default]
柏木活板门, bewitchment:cypress_trapdoor[facing=north,half=bottom,open=false]
接骨木活板门, bewitchment:elder_trapdoor[facing=north,half=bottom,open=false]
杜松木活板门, bewitchment:juniper_trapdoor[facing=north,half=bottom,open=false]
龙血木活板门, bewitchment:dragons_blood_trapdoor[facing=north,half=bottom,open=false]
柏木栅栏门, bewitchment:cypress_fence_gate[facing=south,in_wall=false,open=false,powered=false]
接骨木栅栏门, bewitchment:elder_fence_gate[facing=south,in_wall=false,open=false,powered=false]
杜松木栅栏门, bewitchment:juniper_fence_gate[facing=south,in_wall=false,open=false,powered=false]
龙血木栅栏门, bewitchment:dragons_blood_fence_gate[facing=south,in_wall=false,open=false,powered=false]
柏木栅栏, bewitchment:cypress_fence[east=false,north=false,south=false,west=false]
接骨木栅栏, bewitchment:elder_fence[east=false,north=false,south=false,west=false]
杜松木栅栏, bewitchment:juniper_fence[east=false,north=false,south=false,west=false]
龙血木栅栏, bewitchment:dragons_blood_fence[east=false,north=false,south=false,west=false]
柏木压力板, bewitchment:cypress_pressure_plate[powered=false]
接骨木压力板, bewitchment:elder_pressure_plate[powered=false]
杜松木压力板, bewitchment:juniper_pressure_plate[powered=false]
龙血木压力板, bewitchment:dragons_blood_pressure_plate[powered=false]
柏木按钮, bewitchment:cypress_button[facing=down,powered=false]
接骨木按钮, bewitchment:elder_button[facing=down,powered=false]
杜松木按钮, bewitchment:juniper_button[facing=down,powered=false]
龙血木按钮, bewitchment:dragons_blood_button[facing=down,powered=false]
石头女巫祭坛, bewitchment:stone_witches_altar[color=0,type=0]
地狱砖女巫祭坛, bewitchment:nether_brick_witches_altar[color=0,type=0]
黑曜石女巫祭坛, bewitchment:obsidian_witches_altar[color=0,type=0]
贝壳灰岩女巫祭坛, bewitchment:coquina_witches_altar[color=0,type=0]
憎恶方砖女巫祭坛, bewitchment:embittered_brick_witches_altar[color=0,type=0]
鄙夷方砖女巫祭坛, bewitchment:scorned_brick_witches_altar[color=0,type=0]
女巫釜锅, bewitchment:witches_cauldron
女巫烤箱, bewitchment:witches_oven[facing=south,lit=false]
蒸馏塔, bewitchment:distillery[facing=south,in_use=false]
纺车, bewitchment:spinning_wheel[facing=south]
水晶球, bewitchment:crystal_ball
火盆, bewitchment:brazier[hanging=false,lit=false]
符文台, bewitchment:sigil_table[facing=south]
橡木搁架, bewitchment:poppet_shelf_oak[facing=south]
云杉搁架, bewitchment:poppet_shelf_spruce[facing=south]
深色橡木搁架, bewitchment:poppet_shelf_dark_oak[facing=south]
从林木搁架, bewitchment:poppet_shelf_jungle[facing=south]
白桦木搁架, bewitchment:poppet_shelf_birch[facing=south]
合欢木搁架, bewitchment:poppet_shelf_acacia[facing=south]
杜松木搁架, bewitchment:poppet_shelf_juniper[facing=south]
柏木搁架, bewitchment:poppet_shelf_cypress[facing=south]
接骨木搁架, bewitchment:poppet_shelf_elder[facing=south]
龙血木搁架, bewitchment:poppet_shelf_dragons_blood[facing=south]
伦纳德雕像-石头, bewitchment:stone_leonard_statue[facing=south]
伦纳德雕像-地狱砖, bewitchment:nether_brick_leonard_statue[facing=south]
伦纳德雕像-鄙夷方砖, bewitchment:scorned_brick_leonard_statue[facing=south]
伦纳德雕像-黄金, bewitchment:gold_leonard_statue[facing=south]
莉莉丝雕像-石头, bewitchment:stone_lilith_statue[facing=south]
莉莉丝雕像-地狱砖, bewitchment:nether_brick_lilith_statue[facing=south]
莉莉丝雕像-鄙夷方砖, bewitchment:scorned_brick_lilith_statue[facing=south]
莉莉丝雕像-黄金, bewitchment:gold_lilith_statue[facing=south]
巴弗灭雕像-石头, bewitchment:stone_baphomet_statue[facing=south]
巴弗灭雕像-地狱砖, bewitchment:nether_brick_baphomet_statue[facing=south]
巴弗灭雕像-鄙夷方砖, bewitchment:scorned_brick_baphomet_statue[facing=south]
巴弗灭雕像-黄金, bewitchment:gold_baphomet_statue[facing=south]
赫尔讷雕像-石头, bewitchment:stone_herne_statue[facing=south]
赫尔讷雕像-地狱砖, bewitchment:nether_brick_herne_statue[facing=south]
赫尔讷雕像-鄙夷方砖, bewitchment:scorned_brick_herne_statue[facing=south]
赫尔讷雕像-黄金, bewitchment:gold_herne_statue[facing=south]
Stone Moloch Statue, bewitchment:stone_moloch_statue[facing=south]
Nether Brick Moloch Statue, bewitchment:nether_brick_moloch_statue[facing=south]
Scorned Brick Moloch Statue, bewitchment:scorned_brick_moloch_statue[facing=south]
Gold Moloch Statue, bewitchment:gold_moloch_statue[facing=south]
Stone Leonard Idol, bewitchment:stone_leonard_idol[facing=south]
Nether Brick Leonard Idol, bewitchment:nether_brick_leonard_idol[facing=south]
Scorned Brick Leonard Idol, bewitchment:scorned_brick_leonard_idol[facing=south]
